Date,Implied divisor
2024-01-02,59.594018898010255
2024-01-03,59.594018898010255
2024-01-04,59.594018898010255
2024-01-05,59.594018898010255
2024-01-08,59.594018898010255
2024-01-09,59.594018898010255
2024-01-10,59.594018898010255
2024-01-11,59.594018898010255
2024-01-12,59.594018898010255
2024-01-16,59.594018898010255
2024-01-17,59.594018898010255
2024-01-18,59.594018898010255
2024-01-19,59.594018898010255
2024-01-22,59.594018898010255
2024-01-23,59.594018898010255
2024-01-24,59.594018898010255
2024-01-25,59.594018898010255
2024-01-26,59.594018898010255
2024-01-29,59.594018898010255
2024-01-30,59.594018898010255
2024-01-31,59.594018898010255
2024-02-01,59.594018898010255
2024-02-02,59.594018898010255
2024-02-05,59.594018898010255
2024-02-06,59.594018898010255
2024-02-07,59.594018898010255
2024-02-08,59.594018898010255
2024-02-09,59.594018898010255
2024-02-12,59.594018898010255
2024-02-13,59.594018898010255
2024-02-14,59.594018898010255
2024-02-15,59.594018898010255
2024-02-16,59.594018898010255
2024-02-20,59.594018898010255
2024-02-21,59.594018898010255
2024-02-22,59.594018898010255
2024-02-23,59.594018898010255
2024-02-26,59.221924480830815
2024-02-27,59.221924480830815
2024-02-28,59.221924480830815
2024-02-29,59.221924480830815
2024-03-01,59.221924480830815
